label,pred
1,0.93876165
1,0.99540603
1,0.99717736
1,0.9985734
1,0.9944482
1,0.9947761
1,0.9947761
1,0.9919892
1,0.9968347
1,0.9980242
1,0.9963185999999999
1,0.99728215
1,0.99935895
1,0.8033264
1,0.96665376
1,0.99047285
1,0.9970565
1,0.99629825
1,0.99915755
1,0.9985482
1,0.99756914
1,0.9958521
1,0.99897003
1,0.99892455
1,0.9983929
1,0.9985026
1,0.99920446
1,0.99899596
1,0.99839765
1,0.99898046
1,0.9990349000000001
1,0.99850416
1,0.9984962
1,0.9976483
1,0.9991085999999999
1,0.99788207
1,0.99843544
1,0.99779034
1,0.98957765
1,0.9986375
1,0.9989838
1,0.997999
1,0.9978254999999999
1,0.999008
1,0.997743
1,0.99874026
1,0.9976666
1,0.9929108
1,0.9952915999999999
1,0.99722594
1,0.99860185
1,0.99814177
1,0.99866974
1,0.9980882
1,0.99845433
1,0.99887687
1,0.9954816999999999
1,0.9895537
1,0.9850460999999999
1,0.9975509
1,0.9997941999999999
1,0.99316096
1,0.99735
1,0.99870193
1,0.9997671
1,0.9967891999999999
1,0.9880518
1,0.9789629000000001
1,0.9995838
1,0.9972133
1,0.9943514999999999
1,0.9986361999999999
1,0.9979531999999999
1,0.9990771999999999
1,0.9994023999999999
1,0.9999584999999999
1,0.9989215
1,0.9552337
1,0.99832636
1,0.995884
1,0.9980671
1,0.9985196
1,0.9973465
1,0.9969157
1,0.8711623
1,0.9996037
1,0.97179407
1,0.98498106
1,0.9963232
1,0.9932627
1,0.99327564
1,0.99893516
1,0.99373144
1,0.99455255
1,0.9926231
1,0.99023527
1,0.9471838
1,0.9951788
1,0.9884691999999999
1,0.9996395
1,0.9983181999999999
1,0.9995466000000001
1,0.99654764
1,0.9937069
1,0.99751806
1,0.998872
1,0.992151
1,0.99830973
1,0.99886864
1,0.99938416
1,0.99937797
1,0.99803275
1,0.99737155
1,0.91827625
1,0.99621
1,0.9954438
1,0.97693825
1,0.98863214
1,0.9987341999999999
1,0.99993145
1,0.996505
1,0.99807477
1,0.96147543
1,0.9953451999999999
1,0.9800607
1,0.99714535
1,0.99699616
1,0.999548
1,0.9999459
1,0.9976185
1,0.9919178
1,0.9971004000000001
1,0.9924274
1,0.99796593
1,0.9986613999999999
1,0.9937209000000001
1,0.9995431999999999
1,0.99830604
1,0.99751925
1,0.9914402
1,0.99679464
1,0.99805826
1,0.9977041999999999
1,0.9965419
1,0.9989863999999999
1,0.9868151
1,0.93671596
1,0.98545945
1,0.99799806
1,0.96424305
1,0.97646403
1,0.8614044
1,0.9972395000000001
1,0.9987562
1,0.99854577
1,0.9931385
1,0.99955934
1,0.9985569
1,0.9974566999999999
1,0.9995931999999998
1,0.99493176
1,0.9970482
1,0.99092335
1,0.99991727
1,0.9953434999999999
1,0.99988556
